,campus,lon,lat,total,pop,rate,state
270,Butler University,-86.1711908,39.8411235,358,58888,6.08,indiana
2710,Byzantine Catholic Seminary of Saints Cyril and Methodius,-80.0158146,40.4844596,1,62,16.13,pennsylvania
272,Cabrini College,-75.3750112,40.0546506,149,37853,3.94,pennsylvania
273,Cairn University-Langhorne,-74.908454,40.165681,58,16587,3.5,pennsylvania
274,Caldwell University,-74.272567,40.8343983,11,29087,0.38,new jersey
275,California Baptist University,-117.4255596,33.9284067,257,59184,4.34,california
276,California Christian College,-119.7108224,36.7500277,3,409,7.33,california
277,California College of the Arts,-122.2503541,37.8362513,39,23967,1.63,california
2822,California College San Diego,-117.1666412,32.8352916,2,912,2.19,california
278,California Institute of Integral Studies,-122.416334,37.774573,35,16228,2.16,california
279,California Institute of Technology,-118.125269,34.1376576,546,30204,18.08,california
280,California Institute of the Arts,-118.5668491,34.3932823,219,17719,12.36,california
281,California Lutheran University,-118.8786765,34.2255657,94,49555,1.9,california
282,California Polytechnic State University-San Luis Obispo,-120.6624942,35.3050053,351,263877,1.33,california
283,California State Polytechnic University-Pomona,-117.8215295,34.0565284,897,293481,3.06,california
284,California State University-Bakersfield,-119.1031573,35.3514255,240,110669,2.17,california
285,California State University-Channel Islands,-119.0434218,34.1620531,54,45099,1.2,california
286,California State University-Chico,-121.846284,39.7281375,399,229491,1.74,california
287,California State University-Dominguez Hills,-118.2552809,33.8633706,661,187579,3.52,california
288,California State University-East Bay,-122.0563527,37.6576656,351,190162,1.85,california
289,California State University-Fresno,-119.7460937,36.8133636,1078,304084,3.55,california
290,California State University-Fullerton,-117.8869261,33.8829226,666,495061,1.35,california
291,California State University-Long Beach,-118.1140904,33.7838235,906,493416,1.84,california
292,California State University-Los Angeles,-118.1676469,34.0656419,742,296657,2.5,california
293,California State University-Monterey Bay,-121.80171,36.653788,534,62910,8.49,california
294,California State University-Northridge,-118.5281648,34.2373873,1054,491237,2.15,california
295,California State University-Sacramento,-121.4235971,38.5597528,703,397118,1.77,california
296,California State University-San Bernardino,-117.3232543,34.1804736,604,240155,2.52,california
297,California State University-San Marcos,-117.1599449,33.1295574,109,127688,0.85,california
298,California State University-Stanislaus,-120.8568887,37.5245713,249,118243,2.11,california
299,California University of Pennsylvania,-79.8842253,40.0641039,89,109466,0.81,pennsylvania
300,California Western School of Law,-117.1624897,32.721719,6,12365,0.49,california
301,Calumet College of Saint Joseph,-87.4940145,41.6709897,9,16722,0.54,indiana
302,Calvary Bible College and Theological Seminary,-94.5447532,38.8375729,26,3811,6.82,missouri
303,Calvin College,-85.5889329,42.9295084,132,57929,2.28,michigan
304,Calvin Theological Seminary,-85.5865166,42.9279609,7,3766,1.86,michigan
305,Cambridge College,-71.1108762,42.3687931,25,55030,0.45,massachusetts
306,Cameron University,-98.4335419,34.6058565,90,81556,1.1,oklahoma
307,Campbell University,-78.7394297,35.4083372,195,88607,2.2,north carolina
308,Campbellsville University,-85.348925,37.343857,176,38664,4.55,kentucky
309,Canisius College,-78.8514848,42.9248338,224,68379,3.28,new york
2479,Capella University,-93.2685987,44.9761068,12,278134,0.04,minnesota
310,Capital University,-82.9373833,39.9552588,514,52258,9.84,ohio
311,Capitol Technology University,-76.851195,39.046259,15,10871,1.38,maryland
312,Cardinal Stritch University,-87.9079842,43.1398021,31,81564,0.38,wisconsin
313,Career Point College,-98.5511066,29.4919265,7,12622,0.55,texas
2480,Careers Unlimited,-96.7516129,43.5079419,1,926,1.08,south dakota
314,Carleton College,-93.1560904,44.4613533,248,27830,8.91,minnesota
315,Carlos Albizu University-Miami,-80.354395,25.795308,16,13746,1.16,florida
316,Carlow University,-79.9634386,40.4392049,13,33076,0.39,pennsylvania
317,Carnegie Mellon University,-79.9434567,40.4434658,515,149865,3.44,pennsylvania
2441,Carolina Christian College,-80.256248,36.146124,2,606,3.3,north carolina
318,Carroll College,-112.03888,46.600734,66,19836,3.33,montana
319,Carroll University,-88.2279985,43.0044999,231,42821,5.39,wisconsin
320,Carson-Newman University,-83.490358,36.122362,183,29568,6.19,tennessee
321,Carthage College,-87.8198185,42.6238133,257,39694,6.47,wisconsin
322,Case Western Reserve University,-81.6083838,41.5043413,515,135792,3.79,ohio
323,Castleton State College,-73.1780814,43.6093936,145,29094,4.98,vermont
324,Catawba College,-80.4827508,35.691389,253,18977,13.33,north carolina
325,Catholic Theological Union at Chicago,-87.5859676,41.7978447,4,6404,0.62,illinois
326,Cazenovia College,-75.854914,42.932504,125,14716,8.49,new york
327,Cedar Crest College,-75.5191992,40.5862612,75,24243,3.09,pennsylvania
328,Cedarville University,-83.8126484,39.7495714,88,44451,1.98,ohio
329,Centenary College,-74.834676,40.846359,44,34977,1.26,new jersey
330,Centenary College of Louisiana,-93.7321556,32.4847432,194,12855,15.09,louisiana
331,Center for Advanced Legal Studies,-95.558709,29.753166,5,2511,1.99,texas
332,Central Baptist College,-92.4448801,35.0831613,27,7460,3.62,arkansas
333,Central Baptist Theological Seminary,-94.8381739,39.0094077,9,2130,4.23,kansas
334,Central Christian College of Kansas,-97.6676974,38.3583827,11,7379,1.49,kansas
335,Central Christian College of the Bible,-92.42759,39.397969,31,4946,6.27,missouri
336,Central College,-92.919667,41.400595,138,21335,6.47,iowa
337,Central Connecticut State University,-72.764167,41.693255,355,171711,2.07,connecticut
2481,Central Methodist University-College of Graduate and Extended Studies,-92.6816104,39.1503076,43,35680,1.21,missouri
338,Central Methodist University-College of Liberal Arts and Sciences,-92.6816104,39.1503076,38,15861,2.4,missouri
339,Central Michigan University,-84.7756364,43.5819086,334,384003,0.87,michigan
340,Central Penn College,-76.9346183,40.3049759,31,15308,2.03,pennsylvania
341,Central State University,-83.8772028,39.7157656,672,27061,24.83,ohio
342,Central Washington University,-120.5360183,47.0067549,530,148534,3.57,washington
343,Central Yeshiva Tomchei Tmimim Lubavitz,-73.9387668,40.6697546,3,8180,0.37,new york
344,Centralia College,-122.9609235,46.715635,19,50032,0.38,washington
345,Centre College,-84.782037,37.6457214,176,16798,10.48,kentucky
347,Chadron State College,-103.0015725,42.8198689,108,35847,3.01,nebraska
2599,Chamberlain College of Nursing-Arizona,-112.104513,33.565621,25,2587,9.66,arizona
2600,Chamberlain College of Nursing-Florida,-80.3399,25.987458,1,2667,0.37,florida
2578,Chamberlain College of Nursing-Ohio,-82.940418,39.940564,4,4811,0.83,ohio
2714,Chamberlain College of Nursing-Virginia,-77.050469,38.851042,1,1325,0.75,district of columbia
348,Chaminade University of Honolulu,-157.8073979,21.2905834,72,35982,2,hawaii
349,Champlain College,-73.2041352,44.4731165,59,40342,1.46,vermont
350,Chapman University,-117.853647,33.7932282,353,87881,4.02,california
351,Charles R Drew University of Medicine and Science,-118.242526,33.925633,17,4290,3.96,california
2579,Charleston School of Law,-79.938292,32.790198,5,4314,1.16,south carolina
352,Charleston Southern University,-80.07145,32.982704,328,43616,7.52,south carolina
2602,Charlotte School of Law,-80.8432871,35.2248164,4,6525,0.61,north carolina
353,Charter College-Anchorage,-149.8393167,61.1963065,5,13784,0.36,alaska
354,Charter College-Canyon Country,-118.4675894,34.4156496,1,8084,0.12,california
355,Chatham University,-79.9234461,40.4475765,34,24889,1.37,pennsylvania
356,Chestnut Hill College,-75.2286092,40.0866725,104,27794,3.74,pennsylvania
357,Cheyney University of Pennsylvania,-75.5285661,39.9338724,491,18575,26.43,pennsylvania
358,Chicago State University,-87.6112325,41.718485,74,94398,0.78,illinois
359,Chicago Theological Seminary,-87.59117,41.785647,28,2482,11.28,illinois
360,Chipola College,-85.2325808,30.7874026,42,30446,1.38,florida
361,Chowan University,-77.0983131,36.4362956,181,14271,12.68,north carolina
362,Christ the King Seminary,-78.6604397,42.7714484,2,1161,1.72,new york
363,Christian Brothers University,-89.982519,35.127385,146,25548,5.71,tennessee
365,Christian Theological Seminary,-86.1783417,39.8331938,12,3526,3.4,indiana
366,Christopher Newport University,-76.4904749,37.0619453,123,70049,1.76,virginia
367,Church Divinity School of the Pacific,-122.261079,37.8762337,11,1405,7.83,california
368,Cincinnati Christian University,-84.554644,39.1124565,24,13639,1.76,ohio
370,Citadel Military College of South Carolina,-79.9606739,32.797075,350,49245,7.11,south carolina
371,City College-Fort Lauderdale,-80.1703458,26.1874318,5,8574,0.58,florida
372,City College-Gainesville,-82.41733,29.654838,2,5100,0.39,florida
374,City University of Seattle,-122.3444475,47.6178002,16,49224,0.33,washington
375,Claflin University,-80.854255,33.4989367,78,24923,3.13,south carolina
376,Claremont Graduate University,-117.713872,34.103824,61,27594,2.21,california
377,Claremont McKenna College,-117.7079219,34.1017767,369,16828,21.93,california
378,Claremont School of Theology,-117.7160811,34.1081003,15,5422,2.77,california
379,Clarion University of Pennsylvania,-79.3789371,41.208392,226,92490,2.44,pennsylvania
380,Clark Atlanta University,-84.4116761,33.7507696,548,58539,9.36,georgia
381,Clark University,-71.8223032,42.2501767,316,45724,6.91,massachusetts
382,Clarke University,-90.69135,42.50888,24,15512,1.55,iowa
383,Clarkson College,-95.9754506,41.2593411,87,11984,7.26,nebraska
384,Clarkson University,-74.999495,44.6627128,108,39552,2.73,new york
385,Clayton  State University,-84.3281872,33.5948497,91,87385,1.04,georgia
386,Clear Creek Baptist Bible College,-83.7275892,36.7253444,2,2401,0.83,kentucky
388,Clemson University,-82.8387721,34.6760347,757,260885,2.9,south carolina
389,Cleveland Institute of Art,-81.6024146,41.5104317,14,7792,1.8,ohio
390,Cleveland Institute of Music,-81.6087868,41.5124317,20,5587,3.58,ohio
391,Cleveland State University,-81.6747185,41.5024973,341,226358,1.51,ohio
392,Cleveland University-Kansas City,-94.6791894,38.9320245,22,6691,3.29,kansas
393,Clinton College,-81.0429245,34.9134144,25,1728,14.47,south carolina
394,Clover Park Technical College,-122.4978684,47.1761017,129,92348,1.4,washington
395,Coastal Carolina University,-79.01173,33.7949658,639,111373,5.74,south carolina
396,Coe College,-91.6591287,41.9884283,229,16207,14.13,iowa
397,Cogswell College,-121.9408227,37.4140248,7,4738,1.48,california
398,Coker College,-80.0704915,34.3765882,165,14799,11.15,south carolina
399,Colby College,-69.6626362,44.5638691,130,23839,5.45,maine
400,Colby-Sawyer College,-71.978033,43.412062,238,15373,15.48,new hampshire
401,Coleman University,-117.1362699,32.8217704,5,9742,0.51,california
402,Colgate Rochester Crozer Divinity School,-77.6003087,43.1321842,17,1495,11.37,new york
403,Colgate University,-75.5407681,42.8157506,382,37082,10.3,new york
404,College for Creative Studies,-83.0628312,42.3613504,41,18558,2.21,michigan
405,College of Biblical Studies-Houston,-95.5065116,29.7166608,21,13658,1.54,texas
406,College of Central Florida,-82.17344,29.163342,45,99341,0.45,florida
407,College of Charleston,-79.9371762,32.7836117,385,161460,2.38,south carolina
408,College of Coastal Georgia,-81.4864072,31.183817,38,41430,0.92,georgia
409,College of Menominee Nation,-88.082257,44.478081,8,7895,1.01,wisconsin
410,College of Mount Saint Vincent,-73.9030113,40.9124186,127,25045,5.07,new york
411,College of Our Lady of the Elms,-72.6005529,42.1416694,97,17194,5.64,massachusetts
412,College of Saint Benedict,-94.3922299,45.5800433,119,26887,4.43,minnesota
413,College of Saint Elizabeth,-74.439389,40.78059,69,26090,2.64,new jersey
414,College of Saint Mary,-96.0216128,41.2402345,81,13805,5.87,nebraska
2603,College of Saint Mary Magdalen,-71.833405,43.315052,2,244,8.2,new hampshire
415,College of Southern Nevada,-114.9654825,36.007926,406,508221,0.8,nevada
416,College of St Joseph,-73.0006774,43.598154,36,6004,6,vermont
417,College of Staten Island CUNY,-74.1484904,40.6018152,58,183342,0.32,new york
419,College of the Holy Cross,-71.8052464,42.2378888,253,39873,6.35,massachusetts
420,College of the Ozarks,-93.2385421,36.6197814,39,17883,2.18,missouri
421,College of William and Mary,-76.713378,37.271674,334,110543,3.02,virginia
2512,CollegeAmerica-Colorado Springs,-104.7580183,38.862334,4,3771,1.06,colorado
422,CollegeAmerica-Denver,-104.9418736,39.6929491,8,6904,1.16,colorado
2513,CollegeAmerica-Fort Collins,-105.0801962,40.523018,1,2319,0.43,colorado
424,Collins College,-117.8244132,34.0550833,48,17379,2.76,california
425,Colorado Christian University,-105.0956439,39.7130215,49,39754,1.23,colorado
426,Colorado College,-104.824394,38.846594,314,28325,11.09,colorado
427,Colorado Heights University,-105.027703,39.6602044,66,2707,24.38,colorado
428,Colorado Mesa University,-108.553526,39.0787545,261,100059,2.61,colorado
429,Colorado Mountain College,-107.3243993,39.5464175,28,82628,0.34,colorado
430,Colorado School of Mines,-105.2225705,39.7510136,139,66990,2.07,colorado
431,Colorado School of Traditional Chinese Medicine,-104.9601816,39.7394099,3,1281,2.34,colorado
432,Colorado State University-Fort Collins,-105.0865473,40.573436,666,408107,1.63,colorado
433,Colorado State University-Pueblo,-104.579911,38.306015,188,90237,2.08,colorado
434,Colorado Technical University-Colorado Springs,-104.8343351,38.8941309,29,31288,0.93,colorado
435,Colorado Technical University-Greenwood Village,-104.9508141,39.6172101,11,10500,1.05,colorado
437,Columbia Basin College,-119.121346,46.252196,15,88430,0.17,washington
438,Columbia College,-92.3263201,38.9569623,55,211280,0.26,missouri
2770,Columbia College of Nursing,-87.9177728,43.0973453,1,468,2.14,wisconsin
439,Columbia College-Chicago,-87.6244445,41.8742257,272,152353,1.79,illinois
440,Columbia College-Hollywood,-118.5388957,34.1794632,2,3770,0.53,california
441,Columbia International University,-81.0755088,34.0753322,35,14797,2.37,south carolina
442,Columbia Theological Seminary,-84.2817405,33.7638326,25,3955,6.32,georgia
443,Columbia University in the City of New York,-73.9625727,40.8075355,1242,329919,3.76,new york
444,Columbus College of Art and Design,-82.989781,39.965001,45,21085,2.13,ohio
445,Columbus State University,-84.94159,32.502212,174,105881,1.64,georgia
446,Conception Seminary College,-94.681878,40.240151,41,1211,33.86,missouri
447,Concord University,-81.0044007,37.4256908,155,39471,3.93,west virginia
448,Concorde Career College-Kansas City,-94.58972,39.06803,9,8822,1.02,missouri
449,Concordia College Alabama,-87.017734,32.425468,179,9972,17.95,alabama
450,Concordia College at Moorhead,-96.7700579,46.8628042,270,35438,7.62,north dakota
451,Concordia College-New York,-73.8216889,40.9425436,53,10429,5.08,new york
452,Concordia Seminary,-90.312138,38.6381398,63,7987,7.89,missouri
453,Concordia Theological Seminary,-85.1096144,41.1390374,6,5082,1.18,indiana
454,Concordia University-Ann Arbor,-83.6805412,42.2738546,54,9829,5.49,michigan
455,Concordia University-Chicago,-87.8094504,41.8995239,154,53499,2.88,illinois
456,Concordia University-Irvine,-117.810409,33.65461,160,36657,4.36,california
457,Concordia University-Nebraska,-97.0918169,40.9152098,65,23267,2.79,nebraska
458,Concordia University-Portland,-122.6368874,45.5701912,69,33762,2.04,oregon
459,Concordia University-Saint Paul,-93.155608,44.950455,191,36476,5.24,minnesota
460,Concordia University-Texas,-97.8386576,30.4203119,220,25979,8.47,texas
461,Concordia University-Wisconsin,-87.915334,43.253396,121,89870,1.35,wisconsin
462,Connecticut College,-72.1045869,41.3786877,212,26506,8,connecticut
463,Converse College,-81.9186956,34.9561776,120,23241,5.16,south carolina
465,Cooper Health System Center for Allied Health Education,-75.1168893,39.9416306,27,396,68.18,new jersey
466,Cooper Union for the Advancement of Science and Art,-73.9916086,40.7280822,2,12513,0.16,new york
467,Coppin State University,-76.65818,39.311698,275,53473,5.14,maryland
468,Corban University,-122.9589391,44.8830429,29,13601,2.13,oregon
469,Cornell College,-91.4253502,41.9269546,64,15666,4.09,iowa
470,Cornell University,-76.4735027,42.4534492,675,270895,2.49,new york
471,Cornerstone University,-85.596614,42.98274,71,35703,1.99,michigan
472,Cornish College of the Arts,-122.3362429,47.6181721,44,10686,4.12,washington
474,Covenant College,-85.3749794,34.9654583,73,14962,4.88,georgia
476,Cox College,-93.2892948,37.2251883,112,8509,13.16,missouri
477,Cranbrook Academy of Art,-83.2501995,42.5728496,3,1667,1.8,michigan
478,Creighton University,-95.9450167,41.2655683,286,100466,2.85,nebraska
479,Crossroads Bible College,-86.039805,39.780129,10,3258,3.07,indiana
480,Crossroads College,-92.4763843,43.9970509,12,1775,6.76,minnesota
481,Crowley's Ridge College,-90.584504,36.066437,1,2451,0.41,arkansas
482,Crown College,-93.743283,44.885679,29,16559,1.75,minnesota
483,Culinary Institute of America,-73.933346,41.745685,122,37363,3.27,new york
484,Culver-Stockton College,-91.5335407,40.1290996,98,11567,8.47,missouri
485,Cumberland University,-86.3003331,36.2040329,78,20094,3.88,tennessee
486,CUNY Bernard M Baruch College,-73.9833745,40.7401991,67,229982,0.29,new york
487,CUNY Brooklyn College,-73.9544124,40.6309949,32,227432,0.14,new york
488,CUNY City College,-73.9492724,40.8200471,215,196692,1.09,new york
489,CUNY Graduate School and University Center,-73.98391,40.748621,20,77003,0.26,new york
490,CUNY Hunter College,-73.9646251,40.7685406,139,302422,0.46,new york
491,CUNY John Jay College of Criminal Justice,-73.9884995,40.7703931,51,199988,0.26,new york
492,CUNY Lehman College,-73.8941395,40.8733183,58,155545,0.37,new york
493,CUNY Medgar Evers College,-73.9575858,40.6664998,114,82522,1.38,new york
494,CUNY New York City College of Technology,-73.9874589,40.6955339,30,196623,0.15,new york
495,CUNY Queens College,-73.8161342,40.7362689,155,261422,0.59,new york
496,CUNY School of Law at Queens College,-73.9437584,40.7477583,1,5969,0.17,new york
497,CUNY York College,-73.7967735,40.7016257,49,97419,0.5,new york
498,Curry College,-71.1148112,42.2406763,156,37868,4.12,massachusetts
499,Curtis Institute of Music,-75.1706353,39.9488136,14,1805,7.76,pennsylvania
500,D'Youville College,-78.8908267,42.9025804,49,40749,1.2,new york
2425,Dade Medical College-Miami,-80.2109047,25.7945945,4,5136,0.78,florida
501,Daemen College,-78.7884384,42.9648902,56,35883,1.56,new york
502,Dakota State University,-97.1117345,44.0124762,45,37021,1.22,south dakota
503,Dakota Wesleyan University,-98.03122,43.697665,27,10907,2.48,south dakota
504,Dallas Baptist University,-96.9469421,32.7092263,89,71557,1.24,texas
505,Dallas Christian College,-96.8875863,32.9137019,49,4356,11.25,texas
506,Dallas Theological Seminary,-96.780518,32.7945265,21,26910,0.78,texas
507,Dalton State College,-85.0032471,34.7733488,26,66438,0.39,georgia
508,Daniel Webster College,-71.5152703,42.7757983,40,12710,3.15,new hampshire
2650,Daoist Traditions College of Chinese Medical Arts,-82.568608,35.606772,2,359,5.57,north carolina
509,Dartmouth College,-72.2886934,43.7044406,558,82893,6.73,vermont
510,Darton State College,-84.2109519,31.5839651,47,69550,0.68,georgia
511,Davenport University,-85.5302652,42.8498108,72,131593,0.55,michigan
512,Davidson College,-80.8431315,35.5024917,209,24023,8.7,north carolina
513,Davis & Elkins College,-79.845491,38.928793,68,9130,7.45,west virginia
514,Davis College,-75.9618882,42.1011054,4,4501,0.89,new york
516,Daymar College-Louisville,-87.1436144,37.7377804,4,4915,0.81,kentucky
519,Daymar Institute-Clarksville,-87.3128475,36.5828012,4,7709,0.52,tennessee
2442,Daymar Institute-Murfreesboro,-86.4022535,35.8154391,1,4285,0.23,tennessee
520,Daymar Institute-Nashville,-86.6719084,36.146175,4,7664,0.52,tennessee
521,Daytona State College,-81.0485046,29.2021607,125,195088,0.64,florida
522,Dean College,-71.3983948,42.085449,383,18344,20.88,massachusetts
523,Defiance College,-84.3543503,41.2967781,45,13037,3.45,ohio
524,Delaware State University,-75.5415792,39.1879258,569,52437,10.85,delaware
525,Delaware Valley University,-75.1588217,40.2987672,137,29269,4.68,pennsylvania
526,Dell'Arte International School of Physical Theatre,-123.9888258,40.8809052,2,331,6.04,california
527,Delta State University,-90.7354508,33.7453784,140,58155,2.41,mississippi
528,Denison University,-82.522643,40.074025,343,31400,10.92,ohio
529,Denver Seminary,-105.0224026,39.6005925,33,12351,2.67,colorado
530,DePaul University,-87.627281,41.877924,521,334611,1.56,illinois
531,DePauw University,-86.860248,39.6408895,241,32725,7.36,indiana
532,Des Moines University-Osteopathic Medical Center,-93.6616902,41.5835804,4,21730,0.18,iowa
533,DeSales University,-75.3792986,40.5387807,101,42809,2.36,pennsylvania
2772,DeVry University-Arizona,-112.1044556,33.5659757,3,2883,1.04,arizona
2773,DeVry University-California,-122.4702842,37.7012034,5,17088,0.29,california
2775,DeVry University-Florida,-80.3400587,25.9875588,2,6022,0.33,florida
2777,DeVry University-Illinois,-88.0076967,41.8333151,1,51071,0.02,illinois
2783,DeVry University-New Jersey,-74.4384369,40.466062,1,3271,0.31,new jersey
2785,DeVry University-Ohio,-82.940357,39.940364,1,6549,0.15,ohio
2789,DeVry University-Texas,-97.0123785,32.9341973,7,6237,1.12,texas
2791,DeVry University-Washington,-88.0076967,41.8333151,1,1237,0.81,illinois
535,Dickinson College,-77.197232,40.2027214,204,32920,6.2,pennsylvania
536,Dickinson State University,-102.7995721,46.8823226,30,30055,1,north dakota
2560,Digital Media Arts College,-80.110629,26.395091,1,2393,0.42,florida
537,Dillard University,-90.067542,29.9948773,81,20890,3.88,louisiana
538,Dine College,-109.2161569,36.2938846,249,22976,10.84,arizona
540,Dixie State University,-113.5658668,37.1026869,57,107513,0.53,utah
541,Doane College-Crete,-96.950967,40.622954,106,20665,5.13,nebraska
2482,Doane College-Lincoln Grand Island and Master,-98.3742004,40.8895529,2,14712,0.14,nebraska
542,Dominican College of Blauvelt,-73.9554794,41.0534881,135,25604,5.27,new york
543,Dominican School of Philosophy & Theology,-122.2645961,37.8811387,6,1066,5.63,california
544,Dominican University,-87.8220588,41.9024125,179,46516,3.85,illinois
545,Dominican University of California,-122.5134767,37.9798763,87,27970,3.11,california
546,Dongguk University-Los Angeles,-118.2897439,34.0659512,1,3591,0.28,california
547,Donnelly College,-94.6503,39.112333,55,7016,7.84,kansas
548,Dordt College,-96.1663608,43.0824829,44,19057,2.31,iowa
549,Dowling College,-73.1481218,40.7422255,177,71460,2.48,new york
550,Drake University,-93.6580638,41.6012863,233,74710,3.12,iowa
551,Drew University,-74.423026,40.763497,194,35433,5.48,new jersey
552,Drexel University,-75.1899441,39.9566127,572,294073,1.95,pennsylvania
